name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
"Johnny Rockets (418 Ramsay Way, FC 1)",https://www.ubereats.com/store/johnny-rockets-418-ramsay-way-fc-1/oWMjBIa4RlqDIB7Ar6hGXw,"['American', 'Fast Food', 'Group Friendly']",4.8,34,$,47.38459,-122.23456,12538541573,98032,"418 Ramsay Way, FC 1",Kent,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '21:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:30', 'closes': '22:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Kent', 'addressRegion': 'WA', 'postalCode': '98032', 'addressCountry': 'US', 'streetAddress': '418 Ramsay Way, FC 1'}","{'@type': 'GeoCoordinates', 'latitude': 47.38459, 'longitude': -122.23456}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '34'}","Johnny Rockets (418 Ramsay Way, FC 1), 418 Ramsay Way, FC 1, Kent, WA, 98032"
Pho Dinh,https://www.ubereats.com/store/pho-dinh/3Or12aO4SSinyjWRpcGsiA,['Allergy Friendly'],4.5,11,"",47.4061534,-122.3255249,12062126553,98198,21831 Marine View Dr S,Des Moines,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'Des Moines', 'addressRegion': 'WA', 'postalCode': '98198', 'addressCountry': 'US', 'streetAddress': '21831 Marine View Dr S'}","{'@type': 'GeoCoordinates', 'latitude': 47.4061534, 'longitude': -122.3255249}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '11'}","Pho Dinh, 21831 Marine View Dr S, Des Moines, WA, 98198"
Pho 7 Simmering Soup,https://www.ubereats.com/store/pho-7-simmering-soup/O3-P78BtQ6GVx9b0Jm2SMA,"['Vietnamese', 'Vegetarian Friendly', 'Gluten Free Friendly']",4.6,71,$,47.35754,-122.16587,12536305980,98030,13121 SE,Kent,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Kent', 'addressRegion': 'WA', 'postalCode': '98030', 'addressCountry': 'US', 'streetAddress': '13121 SE'}","{'@type': 'GeoCoordinates', 'latitude': 47.35754, 'longitude': -122.16587}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '71'}","Pho 7 Simmering Soup, 13121 SE, Kent, WA, 98030"
Happy Pho Time,https://www.ubereats.com/store/happy-pho-time/cmpRv5c_RTSwGiCaSTL9wQ,"['Vietnamese', 'Chinese', 'Family Friendly']",4.5,63,$,47.35852,-122.11516,12536311230,98042,16929 SE 270th Pl,Covington,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:30', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Covington', 'addressRegion': 'WA', 'postalCode': '98042', 'addressCountry': 'US', 'streetAddress': '16929 SE 270th Pl'}","{'@type': 'GeoCoordinates', 'latitude': 47.35852, 'longitude': -122.11516}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '63'}","Happy Pho Time, 16929 SE 270th Pl, Covington, WA, 98042"
Akasaka,https://www.ubereats.com/store/akasaka/fzYugtUNS9CgP4YLSFHyFw,"['Japanese', 'Korean', 'Group Friendly']",4.3,19,$,47.3213717,-122.3128973,12539463858,98003,31246 Pacific Hwy S,Federal Way,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Wednesday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Federal Way', 'addressRegion': 'WA', 'postalCode': '98003', 'addressCountry': 'US', 'streetAddress': '31246 Pacific Hwy S'}","{'@type': 'GeoCoordinates', 'latitude': 47.3213717, 'longitude': -122.3128973}","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '19'}","Akasaka, 31246 Pacific Hwy S, Federal Way, WA, 98003"
Szechuan Chef,https://www.ubereats.com/store/szechuan-chef/IGtjS22ESHamB1De0tfKIQ,"['Seafood', 'Chinese', 'Vegetarian Friendly']",4.8,89,$$,47.608312,-122.141623,14257469008,98007,15015 Main St,Bellevue,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Bellevue', 'addressRegion': 'WA', 'postalCode': '98007', 'addressCountry': 'US', 'streetAddress': '15015 Main St'}","{'@type': 'GeoCoordinates', 'latitude': 47.608312, 'longitude': -122.141623}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '89'}","Szechuan Chef, 15015 Main St, Bellevue, WA, 98007"
55 Sunset Coffee &amp; Spirits,https://www.ubereats.com/store/55-sunset-coffee-%26-spirits/0H3PGNTVVeOjoEaSiFl7yQ,"['Sandwiches', 'Coffee and Tea', 'Salads', 'Allergy Friendly']",4.9,15,"",47.52986,-122.03741,14256004080,98027,55 West Sunset Way,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:30', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '7:30', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '7:30', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98027', 'addressCountry': 'US', 'streetAddress': '55 West Sunset Way'}","{'@type': 'GeoCoordinates', 'latitude': 47.52986, 'longitude': -122.03741}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '15'}","55 Sunset Coffee &amp; Spirits, 55 West Sunset Way, Issaquah, WA, 98027"
Flying Pie Pizzeria,https://www.ubereats.com/store/flying-pie-pizzeria/-z3GiNHMSgG0lYGyzKQxZA,"['Italian', 'Vegetarian Friendly', 'Pizza', 'Group Friendly']",4.5,37,$$,47.529805,-122.0351559,14253912407,98027,30 Front St S,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98027', 'addressCountry': 'US', 'streetAddress': '30 Front St S'}","{'@type': 'GeoCoordinates', 'latitude': 47.529805, 'longitude': -122.0351559}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '37'}","Flying Pie Pizzeria, 30 Front St S, Issaquah, WA, 98027"
Zeeks Pizza - Issaquah,https://www.ubereats.com/store/zeeks-pizza-issaquah/6c7wu38RSRSQ7xw7h5fnvg,"['Pizza', 'American', 'Italian', 'Family Friendly']",4.5,40,$,47.54756,-121.99737,14258940217,98029,2525 NE Park Dr,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:45', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:45', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98029', 'addressCountry': 'US', 'streetAddress': '2525 NE Park Dr'}","{'@type': 'GeoCoordinates', 'latitude': 47.54756, 'longitude': -121.99737}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '40'}","Zeeks Pizza - Issaquah, 2525 NE Park Dr, Issaquah, WA, 98029"
Papa Murphy's  (11202 16th Avenue South West),https://www.ubereats.com/store/papa-murphys-11202-16th-avenue-south-west/LBU50rvtSYOiLG_cTcT8jw,"['Salads', 'Desserts', 'Italian']",4.4,24,$,47.502538,-122.354781,12069884111,98146,11202 16th Avenue South West,Seattle,WA,[],"{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98146', 'addressCountry': 'US', 'streetAddress': '11202 16th Avenue South West'}","{'@type': 'GeoCoordinates', 'latitude': 47.502538, 'longitude': -122.354781}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '24'}","Papa Murphy's  (11202 16th Avenue South West), 11202 16th Avenue South West, Seattle, WA, 98146"
Similan Thai Cuisine,https://www.ubereats.com/store/similan-thai-cuisine/MWUOEO4HSjOx3OefRscP_Q,"['Thai', 'Asian', 'Gluten Free Friendly', 'Family Friendly', 'Group Friendly']",4.8,107,$,47.5509144,-122.0415825,14256778159,98029,5704 E Lake Sammamish Pkwy SE Ste 100,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '16:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '16:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98029', 'addressCountry': 'US', 'streetAddress': '5704 E Lake Sammamish Pkwy SE Ste 100'}","{'@type': 'GeoCoordinates', 'latitude': 47.5509144, 'longitude': -122.0415825}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '107'}","Similan Thai Cuisine, 5704 E Lake Sammamish Pkwy SE Ste 100, Issaquah, WA, 98029"
Trapper's Sushi (Covington),https://www.ubereats.com/store/trappers-sushi-covington/1NJq3ZttQFevBOJd5Ixd9Q,"['Sushi', 'Japanese', 'Vegetarian Friendly']",4.5,84,$$,47.3604844,-122.1150112,12532770926,98042,16908 SE 269th Pl,Covington,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Covington', 'addressRegion': 'WA', 'postalCode': '98042', 'addressCountry': 'US', 'streetAddress': '16908 SE 269th Pl'}","{'@type': 'GeoCoordinates', 'latitude': 47.3604844, 'longitude': -122.1150112}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '84'}","Trapper's Sushi (Covington), 16908 SE 269th Pl, Covington, WA, 98042"
iSushi (Issaquah),https://www.ubereats.com/store/isushi-issaquah/DCm9EN5BQWi9_XUFd1z-uw,"['Japanese', 'Asian', 'Sushi', 'Group Friendly']",4.8,19,$,47.55024,-122.05599,14253137378,98027,1802 12TH AVE NW SUITE F,Issaquah,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '14:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:30', 'closes': '20:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '20:15'}]","{'@type': 'PostalAddress', 'addressLocality': 'Issaquah', 'addressRegion': 'WA', 'postalCode': '98027', 'addressCountry': 'US', 'streetAddress': '1802 12TH AVE NW SUITE F'}","{'@type': 'GeoCoordinates', 'latitude': 47.55024, 'longitude': -122.05599}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '19'}","iSushi (Issaquah), 1802 12TH AVE NW SUITE F, Issaquah, WA, 98027"
Popeyes (1520 SW 100th Street),https://www.ubereats.com/store/popeyes-1520-sw-100th-street/9Zjw1ys6QiWv5K--vRDDeg,"['American', 'Chicken', 'Family Meals', 'Fried Chicken', 'Fast Food']",4.2,200,$,47.5140205,-122.3543651,12064203651,98106,1520 SW 100th Street,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98106', 'addressCountry': 'US', 'streetAddress': '1520 SW 100th Street'}","{'@type': 'GeoCoordinates', 'latitude': 47.5140205, 'longitude': -122.3543651}","{'@type': 'AggregateRating', 'ratingValue': 4.2, 'reviewCount': '200'}","Popeyes (1520 SW 100th Street), 1520 SW 100th Street, Seattle, WA, 98106"
Bok a Bok Fried Chicken (White Center),https://www.ubereats.com/store/bok-a-bok-fried-chicken-white-center/eamdiHr0T5CssqbismebeA,"['Chicken', 'Sandwich', 'Comfort Food', 'Family Meals', 'Family Friendly', 'Group Friendly']",4.8,166,$$,47.5153648,-122.3547582,12066695976,98106,1521 SW 98th St,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98106', 'addressCountry': 'US', 'streetAddress': '1521 SW 98th St'}","{'@type': 'GeoCoordinates', 'latitude': 47.5153648, 'longitude': -122.3547582}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '166'}","Bok a Bok Fried Chicken (White Center), 1521 SW 98th St, Seattle, WA, 98106"
Shawn O'Donnell's (Pioneer Square),https://www.ubereats.com/store/shawn-odonnells-pioneer-square/n9GPyL_NTyuEs2RsMU99Cg,"['Irish', 'Sandwich', 'Bar Food', 'American']",4.8,102,$$,47.6020295,-122.331982,12066026380,98104,508 2nd Ave,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98104', 'addressCountry': 'US', 'streetAddress': '508 2nd Ave'}","{'@type': 'GeoCoordinates', 'latitude': 47.6020295, 'longitude': -122.331982}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '102'}","Shawn O'Donnell's (Pioneer Square), 508 2nd Ave, Seattle, WA, 98104"
Burger King (14893 4th Ave S.W.),https://www.ubereats.com/store/burger-king-14893-4th-ave-sw/Up6G9lfrR-yJMrTYKrjbxg,"['American', 'burger', 'Fast Food', 'Family Meals']",4.7,120,$,47.469791,-122.33918,12062461491,98166,14893 4th Ave S.W.,Burien,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '6:30', 'closes': '10:19'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday'], 'opens': '10:20', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '7:30', 'closes': '10:19'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:20', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Burien', 'addressRegion': 'WA', 'postalCode': '98166', 'addressCountry': 'US', 'streetAddress': '14893 4th Ave S.W.'}","{'@type': 'GeoCoordinates', 'latitude': 47.469791, 'longitude': -122.33918}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '120'}","Burger King (14893 4th Ave S.W.), 14893 4th Ave S.W., Burien, WA, 98166"
Jack's BBQ (SoDo),https://www.ubereats.com/store/jacks-bbq-sodo/spDk5H4ARwKUYfaP8VCAyw,"['BBQ', 'American', 'Comfort Food']",4.5,94,$$,47.5682588,-122.3223789,12064674038,98108,3924 Airport Way S,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98108', 'addressCountry': 'US', 'streetAddress': '3924 Airport Way S'}","{'@type': 'GeoCoordinates', 'latitude': 47.5682588, 'longitude': -122.3223789}","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '94'}","Jack's BBQ (SoDo), 3924 Airport Way S, Seattle, WA, 98108"
Jack in the Box (13050 Interurban Ave S),https://www.ubereats.com/store/jack-in-the-box-13050-interurban-ave-s/73EgpcnLSE2BLk34FAJyAw,"['American', 'burger', 'Fast Food']",4.8,21,$,47.4852892,-122.2722058,12062423525,98168,13050 Interurban Ave S,Tukwila,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '6:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '6:0', 'closes': '1:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Tukwila', 'addressRegion': 'WA', 'postalCode': '98168', 'addressCountry': 'US', 'streetAddress': '13050 Interurban Ave S'}","{'@type': 'GeoCoordinates', 'latitude': 47.4852892, 'longitude': -122.2722058}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '21'}","Jack in the Box (13050 Interurban Ave S), 13050 Interurban Ave S, Tukwila, WA, 98168"
Elephant &amp; Castle (5th Avenue),https://www.ubereats.com/store/elephant-%26-castle-5th-avenue/Jda3dxmOSE2LTstBVN8USg,"['American', 'British', 'Comfort Food', 'Sandwich', 'Burgers']",4.6,72,$,47.6099025,-122.3354639,12066249977,98101,1415 Fifth Avenue,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '23:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98101', 'addressCountry': 'US', 'streetAddress': '1415 Fifth Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 47.6099025, 'longitude': -122.3354639}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '72'}","Elephant &amp; Castle (5th Avenue), 1415 Fifth Avenue, Seattle, WA, 98101"
Vino at the Landing,https://www.ubereats.com/store/vino-at-the-landing/-olWkS8GSQ6ybbfNud7Zbw,['American'],4.4,17,$$,47.4980354,-122.2048357,14252820382,98057,800 N 10th Pl,Renton,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '15:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '15:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Renton', 'addressRegion': 'WA', 'postalCode': '98057', 'addressCountry': 'US', 'streetAddress': '800 N 10th Pl'}","{'@type': 'GeoCoordinates', 'latitude': 47.4980354, 'longitude': -122.2048357}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '17'}","Vino at the Landing, 800 N 10th Pl, Renton, WA, 98057"
Shake Shack (South Lake Union),https://www.ubereats.com/store/shake-shack-south-lake-union/bfEPRqDJThCauE5D61TQqQ,"['American', 'Burgers']",4.7,200,$,47.61708,-122.33849,12063168365,98121,2115 Westlake Avenue,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98121', 'addressCountry': 'US', 'streetAddress': '2115 Westlake Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 47.61708, 'longitude': -122.33849}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '200'}","Shake Shack (South Lake Union), 2115 Westlake Avenue, Seattle, WA, 98121"
206 Burger (1st Hill),https://www.ubereats.com/store/206-burger-1st-hill/pH5bHws1QvykWYK0YyUczg,"['Burgers', 'American', 'Comfort Food', 'Exclusive to Eats', 'Group Friendly']",4.8,103,$,47.6090851,-122.326218,12067357069,98104,1000 Madison St,Seattle,WA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'Seattle', 'addressRegion': 'WA', 'postalCode': '98104', 'addressCountry': 'US', 'streetAddress': '1000 Madison St'}","{'@type': 'GeoCoordinates', 'latitude': 47.6090851, 'longitude': -122.326218}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '103'}","206 Burger (1st Hill), 1000 Madison St, Seattle, WA, 98104"
