name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
Glur,https://www.ubereats.com/store/glur/9gfZon_ARqCl77hQeyR2wQ,"['Thai', 'Asian', 'Noodles', 'Group Friendly']",4.9,205,$,40.7411213,-73.9967108,12127389898,10011,144 W 19th St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '144 W 19th St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7411213, 'longitude': -73.9967108}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '205'}","Glur, 144 W 19th St, New York, NY, 10011"
Tasty Hand-Pulled Noodles,https://www.ubereats.com/store/tasty-hand-pulled-noodles/t1_Z95XHQLqu1oSaFLnRJw,"['Chinese', 'Asian', 'Asian Fusion']",4.6,57,$,40.7142088,-73.9978753,12127911817,10013,1 Doyers St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '1 Doyers St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7142088, 'longitude': -73.9978753}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '57'}","Tasty Hand-Pulled Noodles, 1 Doyers St, New York, NY, 10013"
3 Times - Union Sq,https://www.ubereats.com/store/3-times-union-sq/Aght9gz5TVy4Qq6UxdnPuw,"['Chinese', 'Asian', 'Asian Fusion', 'Noodles', 'Group Friendly', 'Alcohol']",4.7,376,$,40.7328355,-73.9909474,16466093040,10003,818 Broadway,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '0:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '0:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '818 Broadway'}","{'@type': 'GeoCoordinates', 'latitude': 40.7328355, 'longitude': -73.9909474}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '376'}","3 Times - Union Sq, 818 Broadway, New York, NY, 10003"
Ayada Thai - Chelsea Market,https://www.ubereats.com/store/ayada-thai-chelsea-market/mrLkf50OS4aJi5tzvL7Mmw,"['Thai', 'Asian', 'Noodles', 'Group Friendly']",4.8,381,$,40.7426716,-74.0061623,12126459449,10011,75 9th Ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '75 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.7426716, 'longitude': -74.0061623}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '381'}","Ayada Thai - Chelsea Market, 75 9th Ave, New York, NY, 10011"
Baozilla - NYC,https://www.ubereats.com/store/baozilla-nyc/QMJZc_ofSCy6cTRTum4g9g,"['Asian Fusion', 'Asian', 'Korean', 'Chinese', 'Comfort Food', 'Family Meals', 'Desserts']",4.4,27,"",40.72713,-74.00754,12123672165,10013,333 Hudson Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '10:30', 'closes': '2:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Thursday', 'opens': '10:30', 'closes': '3:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:30', 'closes': '4:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '333 Hudson Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.72713, 'longitude': -74.00754}","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '27'}","Baozilla - NYC, 333 Hudson Street, New York, NY, 10013"
Koku,https://www.ubereats.com/store/koku/2VitLwtbQAGKs5ul5hbu9g,"['Ramen', 'Japanese', 'Comfort Food']",5,23,$,40.74747,-73.98595,12126438488,10001,2 West 32nd Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '2 West 32nd Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.74747, 'longitude': -73.98595}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '23'}","Koku, 2 West 32nd Street, New York, NY, 10001"
Raj's Indian Kitchen,https://www.ubereats.com/store/rajs-indian-kitchen/sdwYUcLbVAe4q7pi56pUAw,['Indian'],4.7,248,$$,40.70899,-74.00907,16465592322,10038,53 Nassau Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10038', 'addressCountry': 'US', 'streetAddress': '53 Nassau Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.70899, 'longitude': -74.00907}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '248'}","Raj's Indian Kitchen, 53 Nassau Street, New York, NY, 10038"
Momoya - Chelsea,https://www.ubereats.com/store/momoya-chelsea/cwjACS2kUHilaCE_BuIjmw,"['Japanese', 'Asian', 'Exclusive to Eats', 'Sushi']",4.8,500,"",40.74266,-73.99651,12129894466,10011,185 7th Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '14:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '185 7th Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.74266, 'longitude': -73.99651}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '500'}","Momoya - Chelsea, 185 7th Avenue, New York, NY, 10011"
Umami sushi,https://www.ubereats.com/store/umami-sushi/sc_DAes_TAev-9H7n4ObjQ,"['Japanese', 'Asian', 'Group Friendly']",4.8,122,"",40.7357116,-74.0004354,13477685686,10011,50 Greenwich Ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '50 Greenwich Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.7357116, 'longitude': -74.0004354}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '122'}","Umami sushi, 50 Greenwich Ave, New York, NY, 10011"
Ramen Ishida,https://www.ubereats.com/store/ramen-ishida/HJTlx1gRTfysCD-28SeAJQ,"['Noodles', 'Japanese', 'Asian']",4.9,31,$,40.71968,-73.9886132,16465903276,10002,122 Ludlow St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '122 Ludlow St'}","{'@type': 'GeoCoordinates', 'latitude': 40.71968, 'longitude': -73.9886132}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '31'}","Ramen Ishida, 122 Ludlow St, New York, NY, 10002"
Ramen Takumi,https://www.ubereats.com/store/ramen-takumi/pKpMkvHdSu67NoojVw0qhA,"['Sushi', 'Noodles', 'Asian Fusion']",4.7,44,$$,40.7307168,-73.9952719,12122292752,10003,1 University Pl,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '1 University Pl'}","{'@type': 'GeoCoordinates', 'latitude': 40.7307168, 'longitude': -73.9952719}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '44'}","Ramen Takumi, 1 University Pl, New York, NY, 10003"
Happiness Ramen,https://www.ubereats.com/store/happiness-ramen/X8vpYgzdSG-TVvqm5RbbqQ,"['Japanese', 'Ramen', 'Asian', 'Asian Fusion']",4.6,50,"",40.73293,-73.98672,16466924120,10003,210 East 14th Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '2:25'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '210 East 14th Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.73293, 'longitude': -73.98672}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '50'}","Happiness Ramen, 210 East 14th Street, New York, NY, 10003"
Sushi Hana Japanese Cuisine,https://www.ubereats.com/store/sushi-hana-japanese-cuisine/OkjoF2-OXYehLnN9pJRm_A,"['Japanese', 'Sushi']",4.9,49,"",40.71985,-73.98789,12123889688,10002,111 Rivington Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '111 Rivington Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.71985, 'longitude': -73.98789}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '49'}","Sushi Hana Japanese Cuisine, 111 Rivington Street, New York, NY, 10002"
Shanghai Asian Cuisine,https://www.ubereats.com/store/shanghai-asian-cuisine/--QIEJPFTMCQ6DMEpxZBsg,"['Chinese', 'Asian', 'Asian Fusion']",4.8,46,$$,40.7158828,-73.9972367,12129645640,10013,14A Elizabeth St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '14A Elizabeth St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7158828, 'longitude': -73.9972367}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '46'}","Shanghai Asian Cuisine, 14A Elizabeth St, New York, NY, 10013"
Pak Punjab deli,https://www.ubereats.com/store/pak-punjab-deli/NSm1B-KIQCqBOjmDiVghzQ,"['Halal', 'Pakistani', 'Snacks']",,,$,40.7253636723856,-73.9898081900429,12126140107,10009,50 2nd Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '50 2nd Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.72536367238557, 'longitude': -73.98980819004294}",{},"Pak Punjab deli, 50 2nd Avenue, New York, NY, 10009"
Zen Ramen &amp; Sushi - Midtown West,https://www.ubereats.com/store/zen-ramen-%26-sushi-midtown-west/B4a3zZiTTaemuC9tPhqbLQ,"['Sushi', 'Asian', 'Japanese', 'Group Friendly']",4.9,71,$$,40.7516974,-73.9888337,16468707509,10018,150 W 36th St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '12:0', 'closes': '21:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10018', 'addressCountry': 'US', 'streetAddress': '150 W 36th St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7516974, 'longitude': -73.9888337}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '71'}","Zen Ramen &amp; Sushi - Midtown West, 150 W 36th St, New York, NY, 10018"
YunShang Rice Noodle House NYC 云尚米线,https://www.ubereats.com/store/yunshang-rice-noodle-house-nyc-%E4%BA%91%E5%B0%9A%E7%B1%B3%E7%BA%BF/5dk1eQFwRViFJ0S0uVBt_g,"['Chinese', 'Asian', 'Noodles', 'Group Friendly']",4.7,283,$,40.7152,-73.9977,16469985223,10013,53 Bayard St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '4:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '53 Bayard St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7152, 'longitude': -73.9977}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '283'}","YunShang Rice Noodle House NYC 云尚米线, 53 Bayard St, New York, NY, 10013"
Spicy Moon Vegan (West Village),https://www.ubereats.com/store/spicy-moon-vegan-west-village/f5uUZ3FERiiPLKgGVvz-cw,"['Asian', 'Vegan', 'Group Friendly']",4.7,193,$,40.729284,-73.998372,16465901390,10012,68 W 3rd St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:30', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '68 W 3rd St'}","{'@type': 'GeoCoordinates', 'latitude': 40.729284, 'longitude': -73.998372}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '193'}","Spicy Moon Vegan (West Village), 68 W 3rd St, New York, NY, 10012"
Chef Tan. 蜀湘门第,https://www.ubereats.com/store/chef-tan-%E8%9C%80%E6%B9%98%E9%97%A8%E7%AC%AC/Yo0wQd2cWXy5RFZfNA538w,"['chinese', 'asian', 'chicken', 'asianfusion', 'asianowned', 'szechuan', 'familyfriendly', 'family meals', 'Exclusive to Eats']",4.7,132,"",40.72887,-73.98807,12122535476,10003,37 Saint Marks Place,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '37 Saint Marks Place'}","{'@type': 'GeoCoordinates', 'latitude': 40.72887, 'longitude': -73.98807}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '132'}","Chef Tan. 蜀湘门第, 37 Saint Marks Place, New York, NY, 10003"
Yiwanmen 一碗面,https://www.ubereats.com/store/yiwanmen-%E4%B8%80%E7%A2%97%E9%9D%A2/xB8SkMAIQsOW87BC4D1a1w,"['Chinese', 'Asian', 'Noodles']",4.7,22,"",40.7190774,-73.9963902,16468337768,10013,150 Mott St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '150 Mott St'}","{'@type': 'GeoCoordinates', 'latitude': 40.7190774, 'longitude': -73.9963902}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '22'}","Yiwanmen 一碗面, 150 Mott St, New York, NY, 10013"
The Tiger Lily Kitchen,https://www.ubereats.com/store/the-tiger-lily-kitchen/Br1mQ8m8Qm-6azZTbVv3dw,"['Healthy', 'Vegan Friendly', 'Asian', 'Gluten Free']",5,67,$$,40.73118,-73.98908,19293738992,10003,58 3rd Avenue,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '58 3rd Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 40.73118, 'longitude': -73.98908}","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '67'}","The Tiger Lily Kitchen, 58 3rd Avenue, New York, NY, 10003"
Rice kitchen (204 Spring St),https://www.ubereats.com/store/rice-kitchen-204-spring-st/q4qpZ6uOTYmadyDVD_wbxg,"['Korean', 'Asian', 'BBQ']",4.9,80,$,40.72526,-74.00364,16466092970,10012,204 Spring St,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:30', 'closes': '19:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10012', 'addressCountry': 'US', 'streetAddress': '204 Spring St'}","{'@type': 'GeoCoordinates', 'latitude': 40.72526, 'longitude': -74.00364}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '80'}","Rice kitchen (204 Spring St), 204 Spring St, New York, NY, 10012"
Marufuku Ramen,https://www.ubereats.com/store/marufuku-ramen/VuarJmWlT8qG1Apb0GtjIQ,"['Ramen', 'Japanese', 'Asian', 'Group Friendly']",4.8,146,"",40.72697,-73.98863,19176756765,10003,92 2nd Ave,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:30', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '92 2nd Ave'}","{'@type': 'GeoCoordinates', 'latitude': 40.72697, 'longitude': -73.98863}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '146'}","Marufuku Ramen, 92 2nd Ave, New York, NY, 10003"
Planta Queen,https://www.ubereats.com/store/planta-queen/P8eCAxirQEKkl7h6nVdvjQ,"['Vegan', 'Asian', 'Sushi', 'Group Friendly']",4.8,201,"",40.7445,-73.98828,19176757700,10001,15 West 27th Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '17:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:30', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '15 West 27th Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.7445, 'longitude': -73.98828}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '201'}","Planta Queen, 15 West 27th Street, New York, NY, 10001"
Kati Shop (West 37th Street),https://www.ubereats.com/store/kati-shop-west-37th-street/LWVWxCF4RnmrEapVEQMPBA,"['Thai', 'Asian', 'Vegan Friendly']",4.9,77,"",40.75186,-73.98703,19172620606,10018,104 West 37th Street,New York,NY,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10018', 'addressCountry': 'US', 'streetAddress': '104 West 37th Street'}","{'@type': 'GeoCoordinates', 'latitude': 40.75186, 'longitude': -73.98703}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '77'}","Kati Shop (West 37th Street), 104 West 37th Street, New York, NY, 10018"
